@relation credit_g_part1
@attribute checking_status{0_X_200,_0,_200,no_checking}
@attribute credit_history{all_paid,critical_other_existing_credit,delayed_previously,existing_paid,no_credits_all_paid}
@attribute credit_amount real
@attribute employment{1_X_4,4_X_7,_1,_7,unemployed}
@attribute housing{for_free,own,rent}
@attribute age real
@attribute personal_status{female_div_dep_mar,male_div_sep,male_mar_wid,male_single}
@attribute job{high_qualif_self_emp_mgmt,skilled,unemp_unskilled_non_res,unskilled_resident}
@attribute own_telephone{none,yes}
@attribute residence_since real
@attribute class{bad,good}
@data
"_0","all_paid",2325.0,"4_X_7","own",32.0,"male_single","skilled","none",3.0,"good"
"0_X_200","all_paid",1048.0,"1_X_4","own",23.0,"male_single","unskilled_resident","none",4.0,"good"
"no_checking","existing_paid",3160.0,"_7","own",41.0,"male_single","skilled","yes",3.0,"good"
"_0","all_paid",2483.0,"1_X_4","own",22.0,"male_single","skilled","yes",4.0,"good"
"_0","critical_other_existing_credit",14179.0,"4_X_7","own",30.0,"male_single","high_qualif_self_emp_mgmt","yes",4.0,"good"
"_0","critical_other_existing_credit",1797.0,"_1","own",28.0,"male_single","unskilled_resident","none",1.0,"good"
"_0","existing_paid",2511.0,"unemployed","rent",23.0,"female_div_dep_mar","skilled","none",4.0,"good"
"_0","existing_paid",1274.0,"_1","own",37.0,"female_div_dep_mar","unskilled_resident","none",1.0,"bad"
"no_checking","existing_paid",5248.0,"1_X_4","own",26.0,"male_single","skilled","none",3.0,"good"
"no_checking","existing_paid",3029.0,"4_X_7","own",33.0,"male_single","skilled","none",2.0,"good"
"_0","existing_paid",428.0,"_7","own",49.0,"female_div_dep_mar","skilled","yes",1.0,"good"
"_0","existing_paid",976.0,"_1","own",23.0,"female_div_dep_mar","unskilled_resident","none",2.0,"bad"
"0_X_200","existing_paid",841.0,"4_X_7","rent",23.0,"female_div_dep_mar","unskilled_resident","none",4.0,"good"
"no_checking","critical_other_existing_credit",5771.0,"4_X_7","own",25.0,"female_div_dep_mar","skilled","none",2.0,"good"
"no_checking","delayed_previously",1555.0,"_7","for_free",55.0,"male_single","skilled","none",4.0,"bad"
"_0","existing_paid",1285.0,"4_X_7","rent",32.0,"female_div_dep_mar","skilled","none",4.0,"bad"
"_200","critical_other_existing_credit",1299.0,"1_X_4","own",74.0,"male_single","unemp_unskilled_non_res","none",1.0,"good"
"_200","critical_other_existing_credit",1271.0,"1_X_4","for_free",39.0,"male_single","skilled","yes",4.0,"bad"
"no_checking","existing_paid",1393.0,"1_X_4","own",31.0,"male_single","skilled","yes",2.0,"good"
"_0","critical_other_existing_credit",691.0,"_7","own",35.0,"male_single","skilled","none",3.0,"bad"
"no_checking","critical_other_existing_credit",5045.0,"_7","own",59.0,"female_div_dep_mar","skilled","yes",4.0,"good"
"_0","critical_other_existing_credit",2124.0,"1_X_4","rent",24.0,"female_div_dep_mar","skilled","none",4.0,"bad"
"_0","existing_paid",2214.0,"1_X_4","own",24.0,"male_single","unskilled_resident","none",3.0,"good"
"no_checking","critical_other_existing_credit",12680.0,"_7","for_free",30.0,"male_single","high_qualif_self_emp_mgmt","yes",4.0,"bad"
"no_checking","critical_other_existing_credit",2463.0,"4_X_7","own",27.0,"male_mar_wid","skilled","yes",3.0,"good"
"0_X_200","existing_paid",1155.0,"_7","own",40.0,"male_mar_wid","unskilled_resident","none",3.0,"good"
"_0","existing_paid",3108.0,"_1","own",31.0,"male_div_sep","unskilled_resident","none",4.0,"bad"
"no_checking","existing_paid",2901.0,"_1","rent",31.0,"female_div_dep_mar","skilled","none",4.0,"good"
"0_X_200","critical_other_existing_credit",3617.0,"_7","rent",28.0,"male_single","skilled","yes",4.0,"good"
"no_checking","critical_other_existing_credit",1655.0,"_7","own",63.0,"male_single","unskilled_resident","yes",4.0,"good"
"_0","existing_paid",2812.0,"_7","rent",26.0,"female_div_dep_mar","skilled","none",4.0,"good"
"_0","critical_other_existing_credit",8065.0,"1_X_4","own",25.0,"female_div_dep_mar","high_qualif_self_emp_mgmt","yes",2.0,"bad"
"no_checking","critical_other_existing_credit",3275.0,"_7","own",36.0,"male_single","high_qualif_self_emp_mgmt","yes",4.0,"good"
"no_checking","critical_other_existing_credit",2223.0,"_7","own",52.0,"male_single","skilled","none",4.0,"good"
"_200","critical_other_existing_credit",1480.0,"unemployed","for_free",66.0,"male_single","unemp_unskilled_non_res","none",4.0,"good"
"_0","existing_paid",1371.0,"1_X_4","rent",25.0,"female_div_dep_mar","skilled","none",4.0,"bad"
"no_checking","critical_other_existing_credit",3535.0,"4_X_7","own",37.0,"male_single","skilled","yes",4.0,"good"
"_0","existing_paid",3509.0,"4_X_7","own",25.0,"female_div_dep_mar","skilled","none",1.0,"good"
"no_checking","critical_other_existing_credit",5711.0,"_7","own",38.0,"male_single","high_qualif_self_emp_mgmt","yes",2.0,"good"
"0_X_200","existing_paid",3872.0,"unemployed","own",67.0,"female_div_dep_mar","skilled","yes",4.0,"good"
"0_X_200","critical_other_existing_credit",4933.0,"4_X_7","own",25.0,"male_single","skilled","none",2.0,"bad"
"no_checking","critical_other_existing_credit",1940.0,"_7","own",60.0,"male_single","skilled","yes",4.0,"good"
"0_X_200","no_credits_all_paid",1410.0,"1_X_4","own",31.0,"male_single","unskilled_resident","yes",2.0,"good"
"0_X_200","existing_paid",836.0,"_1","own",23.0,"female_div_dep_mar","unskilled_resident","none",2.0,"bad"
"0_X_200","existing_paid",6468.0,"unemployed","own",60.0,"male_div_sep","high_qualif_self_emp_mgmt","yes",4.0,"good"
"0_X_200","existing_paid",1941.0,"1_X_4","own",35.0,"male_single","unskilled_resident","yes",2.0,"good"
"no_checking","existing_paid",2675.0,"_7","own",40.0,"male_single","skilled","none",4.0,"good"
"no_checking","critical_other_existing_credit",2751.0,"_7","own",38.0,"male_single","skilled","yes",3.0,"good"
"0_X_200","delayed_previously",6224.0,"_7","for_free",50.0,"male_single","skilled","none",4.0,"bad"
"_0","critical_other_existing_credit",5998.0,"1_X_4","own",27.0,"male_single","skilled","yes",3.0,"bad"
"0_X_200","existing_paid",1188.0,"_7","own",39.0,"female_div_dep_mar","skilled","none",4.0,"bad"
"no_checking","existing_paid",6313.0,"_7","own",41.0,"male_single","high_qualif_self_emp_mgmt","yes",4.0,"good"
"no_checking","critical_other_existing_credit",1221.0,"1_X_4","own",27.0,"male_mar_wid","skilled","none",2.0,"good"
"_200","existing_paid",2892.0,"_7","for_free",51.0,"male_div_sep","skilled","none",4.0,"good"
"no_checking","existing_paid",3062.0,"_7","rent",32.0,"male_single","skilled","yes",3.0,"good"
"no_checking","existing_paid",2301.0,"_1","rent",22.0,"female_div_dep_mar","skilled","none",4.0,"good"
"_0","existing_paid",7511.0,"_7","for_free",51.0,"male_single","skilled","yes",4.0,"bad"
"no_checking","critical_other_existing_credit",1258.0,"_1","rent",22.0,"female_div_dep_mar","unskilled_resident","none",4.0,"good"
"no_checking","delayed_previously",717.0,"_7","own",54.0,"male_mar_wid","skilled","yes",4.0,"good"
"0_X_200","existing_paid",1549.0,"_1","own",35.0,"male_single","unemp_unskilled_non_res","none",2.0,"good"
"no_checking","critical_other_existing_credit",1597.0,"_7","for_free",54.0,"male_single","skilled","none",4.0,"good"
"0_X_200","critical_other_existing_credit",1795.0,"_7","rent",48.0,"female_div_dep_mar","unskilled_resident","yes",4.0,"good"
"_0","critical_other_existing_credit",4272.0,"_7","own",24.0,"female_div_dep_mar","skilled","none",4.0,"good"
"no_checking","critical_other_existing_credit",976.0,"_7","own",35.0,"male_single","skilled","none",4.0,"good"
"0_X_200","existing_paid",7472.0,"unemployed","rent",24.0,"female_div_dep_mar","unemp_unskilled_non_res","none",2.0,"good"
"_0","existing_paid",9271.0,"4_X_7","own",24.0,"male_single","skilled","yes",1.0,"bad"
"0_X_200","existing_paid",590.0,"_1","own",26.0,"male_mar_wid","unskilled_resident","none",3.0,"good"
"no_checking","critical_other_existing_credit",930.0,"_7","own",65.0,"male_single","skilled","none",4.0,"good"
"0_X_200","all_paid",9283.0,"unemployed","for_free",55.0,"male_single","high_qualif_self_emp_mgmt","yes",2.0,"good"
"0_X_200","no_credits_all_paid",1778.0,"_1","rent",26.0,"female_div_dep_mar","unemp_unskilled_non_res","none",1.0,"bad"
"0_X_200","existing_paid",907.0,"_1","own",26.0,"male_mar_wid","skilled","yes",2.0,"good"
"0_X_200","existing_paid",484.0,"4_X_7","own",28.0,"male_mar_wid","unskilled_resident","none",3.0,"good"
"_0","critical_other_existing_credit",9629.0,"4_X_7","own",24.0,"male_single","skilled","yes",4.0,"bad"
"_0","existing_paid",3051.0,"1_X_4","own",54.0,"male_single","skilled","none",4.0,"bad"
"_0","existing_paid",3931.0,"4_X_7","for_free",46.0,"male_single","skilled","none",4.0,"bad"
"0_X_200","delayed_previously",7432.0,"1_X_4","rent",54.0,"female_div_dep_mar","skilled","none",2.0,"good"
"no_checking","existing_paid",1338.0,"1_X_4","own",62.0,"male_div_sep","skilled","none",4.0,"good"
"no_checking","critical_other_existing_credit",1554.0,"4_X_7","rent",24.0,"female_div_dep_mar","skilled","yes",2.0,"good"
"_0","existing_paid",15857.0,"unemployed","own",43.0,"male_div_sep","high_qualif_self_emp_mgmt","none",3.0,"good"
"_0","existing_paid",1345.0,"1_X_4","own",26.0,"male_mar_wid","skilled","none",3.0,"bad"
"no_checking","existing_paid",1101.0,"1_X_4","own",27.0,"male_mar_wid","skilled","yes",2.0,"good"
"_200","existing_paid",3016.0,"1_X_4","own",24.0,"male_mar_wid","skilled","none",1.0,"good"
"_0","existing_paid",2712.0,"_7","own",41.0,"male_single","skilled","none",2.0,"bad"
"_0","critical_other_existing_credit",731.0,"_7","own",47.0,"male_single","unskilled_resident","none",4.0,"good"
"no_checking","critical_other_existing_credit",3780.0,"_1","own",35.0,"male_div_sep","high_qualif_self_emp_mgmt","yes",2.0,"good"
"_0","critical_other_existing_credit",1602.0,"_7","own",30.0,"male_mar_wid","skilled","yes",3.0,"good"
"_0","critical_other_existing_credit",3966.0,"_7","rent",33.0,"female_div_dep_mar","skilled","yes",4.0,"bad"
"no_checking","no_credits_all_paid",4165.0,"1_X_4","own",36.0,"male_single","skilled","none",2.0,"bad"
"_0","existing_paid",8335.0,"_7","for_free",47.0,"male_single","skilled","none",4.0,"bad"
"0_X_200","delayed_previously",6681.0,"1_X_4","for_free",38.0,"male_single","skilled","yes",4.0,"good"
"no_checking","delayed_previously",2375.0,"1_X_4","own",44.0,"male_single","skilled","yes",2.0,"good"
"_0","existing_paid",1216.0,"_1","rent",23.0,"female_div_dep_mar","skilled","yes",3.0,"bad"
"_0","no_credits_all_paid",11816.0,"_7","rent",29.0,"male_single","skilled","none",4.0,"bad"
"0_X_200","existing_paid",5084.0,"_7","own",42.0,"female_div_dep_mar","skilled","yes",4.0,"good"
"_200","existing_paid",2327.0,"_1","own",25.0,"female_div_dep_mar","unskilled_resident","none",3.0,"bad"
"_0","no_credits_all_paid",1082.0,"1_X_4","own",48.0,"male_single","skilled","none",4.0,"bad"
"no_checking","existing_paid",886.0,"1_X_4","own",21.0,"female_div_dep_mar","skilled","none",2.0,"good"
"no_checking","existing_paid",601.0,"_1","rent",23.0,"female_div_dep_mar","unskilled_resident","none",3.0,"good"
"_0","critical_other_existing_credit",2957.0,"_7","own",63.0,"male_single","skilled","yes",4.0,"good"
"no_checking","critical_other_existing_credit",2611.0,"_7","own",46.0,"male_mar_wid","skilled","none",3.0,"good"
"_0","existing_paid",5179.0,"4_X_7","own",29.0,"male_single","skilled","none",2.0,"bad"
"no_checking","delayed_previously",2993.0,"1_X_4","own",28.0,"male_single","unskilled_resident","none",2.0,"good"
"no_checking","existing_paid",1943.0,"_1","own",23.0,"female_div_dep_mar","skilled","none",4.0,"bad"
"no_checking","all_paid",1559.0,"4_X_7","own",50.0,"male_single","skilled","yes",4.0,"good"
"no_checking","existing_paid",3422.0,"_7","own",47.0,"male_single","skilled","yes",4.0,"good"
"0_X_200","existing_paid",3976.0,"4_X_7","own",35.0,"male_single","skilled","yes",3.0,"good"
"no_checking","existing_paid",6761.0,"1_X_4","rent",68.0,"male_single","skilled","none",4.0,"bad"
"no_checking","existing_paid",1249.0,"_1","own",28.0,"male_mar_wid","skilled","none",2.0,"good"
"_0","existing_paid",1364.0,"4_X_7","own",59.0,"male_single","skilled","none",4.0,"good"
"_0","existing_paid",709.0,"_7","own",57.0,"male_single","unskilled_resident","none",4.0,"bad"
"_0","critical_other_existing_credit",2235.0,"1_X_4","rent",33.0,"male_mar_wid","skilled","none",2.0,"bad"
"no_checking","critical_other_existing_credit",4042.0,"4_X_7","own",43.0,"male_single","skilled","yes",4.0,"good"
"no_checking","critical_other_existing_credit",1471.0,"1_X_4","for_free",35.0,"male_single","skilled","yes",4.0,"good"
"_0","all_paid",1442.0,"4_X_7","for_free",32.0,"male_single","unskilled_resident","none",4.0,"bad"
"no_checking","delayed_previously",10875.0,"_7","own",45.0,"male_single","skilled","yes",2.0,"good"
"no_checking","existing_paid",1474.0,"_1","own",33.0,"male_mar_wid","skilled","yes",3.0,"good"
"no_checking","existing_paid",894.0,"4_X_7","own",40.0,"female_div_dep_mar","skilled","yes",3.0,"good"
"no_checking","critical_other_existing_credit",3343.0,"1_X_4","for_free",28.0,"male_single","skilled","yes",2.0,"good"
"_0","existing_paid",3959.0,"1_X_4","own",29.0,"female_div_dep_mar","skilled","yes",2.0,"bad"
"no_checking","existing_paid",3577.0,"1_X_4","rent",26.0,"male_single","skilled","none",2.0,"good"
"no_checking","critical_other_existing_credit",5804.0,"1_X_4","own",27.0,"male_single","skilled","none",2.0,"good"
"no_checking","delayed_previously",2169.0,"1_X_4","own",28.0,"male_mar_wid","skilled","yes",2.0,"bad"
"_0","existing_paid",2439.0,"_1","own",35.0,"female_div_dep_mar","skilled","yes",4.0,"bad"
"no_checking","critical_other_existing_credit",4526.0,"_1","own",32.0,"male_single","unskilled_resident","yes",2.0,"good"
"no_checking","existing_paid",2210.0,"1_X_4","rent",25.0,"male_single","unskilled_resident","none",2.0,"bad"
"no_checking","existing_paid",2221.0,"1_X_4","rent",20.0,"female_div_dep_mar","skilled","none",4.0,"good"
"_0","existing_paid",2389.0,"_1","own",27.0,"female_div_dep_mar","skilled","none",1.0,"good"
"no_checking","critical_other_existing_credit",3331.0,"_7","own",42.0,"male_single","skilled","none",4.0,"good"
"no_checking","existing_paid",7409.0,"_7","own",37.0,"male_single","skilled","none",2.0,"good"
"_0","existing_paid",652.0,"_7","rent",24.0,"female_div_dep_mar","skilled","none",4.0,"good"
"no_checking","delayed_previously",7678.0,"4_X_7","own",40.0,"female_div_dep_mar","skilled","yes",4.0,"good"
"_200","critical_other_existing_credit",1343.0,"_7","own",46.0,"male_single","skilled","none",4.0,"good"
"_0","critical_other_existing_credit",1382.0,"4_X_7","own",26.0,"male_single","skilled","yes",1.0,"good"
"no_checking","existing_paid",874.0,"_1","own",24.0,"female_div_dep_mar","skilled","none",1.0,"good"
"_0","existing_paid",3590.0,"1_X_4","own",29.0,"male_single","unskilled_resident","none",2.0,"good"
"0_X_200","critical_other_existing_credit",1322.0,"1_X_4","own",40.0,"female_div_dep_mar","skilled","none",4.0,"good"
"_0","all_paid",1940.0,"_1","for_free",36.0,"male_single","high_qualif_self_emp_mgmt","yes",4.0,"good"
"no_checking","existing_paid",3595.0,"_7","own",28.0,"male_single","skilled","none",2.0,"good"
"_0","existing_paid",1422.0,"_1","for_free",27.0,"male_single","high_qualif_self_emp_mgmt","yes",2.0,"bad"
"no_checking","critical_other_existing_credit",6742.0,"4_X_7","own",36.0,"male_single","skilled","none",3.0,"good"
"no_checking","existing_paid",7814.0,"4_X_7","own",38.0,"male_single","high_qualif_self_emp_mgmt","yes",3.0,"good"
"no_checking","existing_paid",9277.0,"1_X_4","for_free",48.0,"male_div_sep","skilled","yes",4.0,"good"
"0_X_200","critical_other_existing_credit",2181.0,"_7","own",36.0,"male_single","skilled","none",4.0,"good"
"no_checking","critical_other_existing_credit",1098.0,"unemployed","own",65.0,"female_div_dep_mar","unemp_unskilled_non_res","none",4.0,"good"
"0_X_200","existing_paid",4057.0,"4_X_7","own",43.0,"male_div_sep","skilled","yes",3.0,"bad"
"_0","existing_paid",795.0,"_1","own",53.0,"female_div_dep_mar","skilled","none",4.0,"bad"
"0_X_200","critical_other_existing_credit",2825.0,"4_X_7","own",34.0,"male_single","skilled","yes",3.0,"good"
"0_X_200","existing_paid",15672.0,"1_X_4","own",23.0,"male_single","skilled","yes",2.0,"bad"
"no_checking","critical_other_existing_credit",6614.0,"_7","own",34.0,"male_single","high_qualif_self_emp_mgmt","yes",4.0,"good"
"no_checking","all_paid",7824.0,"_1","rent",40.0,"male_single","skilled","yes",4.0,"good"
"_0","critical_other_existing_credit",2442.0,"_7","own",43.0,"male_single","high_qualif_self_emp_mgmt","yes",4.0,"good"
"no_checking","critical_other_existing_credit",1829.0,"_7","own",46.0,"male_single","skilled","yes",4.0,"good"
"_0","critical_other_existing_credit",2171.0,"1_X_4","own",38.0,"male_single","unskilled_resident","none",4.0,"good"
"0_X_200","critical_other_existing_credit",5800.0,"1_X_4","own",34.0,"male_single","skilled","yes",4.0,"good"
"no_checking","critical_other_existing_credit",1169.0,"1_X_4","own",29.0,"male_single","skilled","yes",3.0,"good"
"no_checking","delayed_previously",8947.0,"4_X_7","own",31.0,"male_single","high_qualif_self_emp_mgmt","yes",2.0,"good"
"_0","existing_paid",2606.0,"_1","rent",28.0,"female_div_dep_mar","high_qualif_self_emp_mgmt","yes",4.0,"good"
"no_checking","critical_other_existing_credit",1592.0,"4_X_7","own",35.0,"female_div_dep_mar","skilled","none",2.0,"good"
"no_checking","existing_paid",2186.0,"4_X_7","rent",33.0,"female_div_dep_mar","unskilled_resident","none",4.0,"good"
"_0","existing_paid",4153.0,"1_X_4","own",42.0,"male_single","skilled","none",3.0,"bad"
"_0","critical_other_existing_credit",2625.0,"_7","rent",43.0,"male_single","skilled","yes",4.0,"bad"
"no_checking","critical_other_existing_credit",3485.0,"_1","own",44.0,"male_div_sep","skilled","yes",4.0,"good"
"no_checking","critical_other_existing_credit",10477.0,"_7","for_free",42.0,"male_single","skilled","none",4.0,"good"
"no_checking","existing_paid",1386.0,"1_X_4","rent",40.0,"male_mar_wid","skilled","yes",2.0,"good"
"no_checking","existing_paid",1278.0,"_7","own",36.0,"male_single","high_qualif_self_emp_mgmt","yes",1.0,"good"
"_0","existing_paid",1107.0,"1_X_4","rent",20.0,"male_single","high_qualif_self_emp_mgmt","yes",2.0,"good"
"_0","existing_paid",3763.0,"4_X_7","own",24.0,"male_single","unskilled_resident","none",2.0,"good"
"0_X_200","existing_paid",3711.0,"1_X_4","own",27.0,"male_mar_wid","skilled","none",2.0,"good"
"no_checking","delayed_previously",3594.0,"_1","own",46.0,"female_div_dep_mar","unskilled_resident","none",2.0,"good"
"0_X_200","existing_paid",3195.0,"1_X_4","own",33.0,"female_div_dep_mar","unskilled_resident","none",2.0,"good"
"no_checking","delayed_previously",4454.0,"1_X_4","own",34.0,"female_div_dep_mar","skilled","none",4.0,"good"
"0_X_200","critical_other_existing_credit",4736.0,"_1","own",25.0,"female_div_dep_mar","unskilled_resident","none",4.0,"bad"
"0_X_200","existing_paid",2991.0,"_7","own",25.0,"female_div_dep_mar","skilled","none",4.0,"good"
"no_checking","existing_paid",2142.0,"_7","own",28.0,"male_div_sep","skilled","yes",2.0,"good"
"_0","all_paid",3161.0,"1_X_4","rent",31.0,"male_single","skilled","yes",2.0,"bad"
"0_X_200","no_credits_all_paid",18424.0,"1_X_4","own",32.0,"female_div_dep_mar","high_qualif_self_emp_mgmt","yes",2.0,"bad"
"no_checking","existing_paid",2848.0,"1_X_4","own",32.0,"male_single","skilled","none",2.0,"good"
"_0","existing_paid",14896.0,"_7","own",68.0,"male_single","high_qualif_self_emp_mgmt","yes",4.0,"bad"
"_0","existing_paid",2359.0,"unemployed","own",33.0,"male_div_sep","skilled","none",1.0,"bad"
"_0","existing_paid",3345.0,"_7","rent",39.0,"male_single","high_qualif_self_emp_mgmt","yes",2.0,"bad"
"no_checking","critical_other_existing_credit",1817.0,"1_X_4","own",28.0,"female_div_dep_mar","skilled","none",2.0,"good"
"no_checking","delayed_previously",12749.0,"4_X_7","own",37.0,"male_single","high_qualif_self_emp_mgmt","yes",1.0,"good"
"_0","existing_paid",1366.0,"_1","rent",22.0,"female_div_dep_mar","skilled","none",4.0,"bad"
"0_X_200","existing_paid",2002.0,"4_X_7","rent",30.0,"male_single","skilled","yes",4.0,"good"
"_0","all_paid",6872.0,"_1","own",55.0,"male_div_sep","skilled","yes",1.0,"bad"
"_0","all_paid",697.0,"_1","own",46.0,"male_single","skilled","yes",2.0,"bad"
"_0","critical_other_existing_credit",1049.0,"_1","rent",21.0,"female_div_dep_mar","skilled","none",4.0,"good"
"_0","existing_paid",10297.0,"4_X_7","for_free",39.0,"male_single","skilled","yes",4.0,"bad"
"no_checking","existing_paid",1867.0,"_7","own",58.0,"male_single","skilled","yes",4.0,"good"
"_0","delayed_previously",1344.0,"1_X_4","own",43.0,"male_single","unskilled_resident","none",2.0,"good"
"_0","existing_paid",1747.0,"_1","own",24.0,"male_single","unskilled_resident","none",1.0,"good"
"0_X_200","existing_paid",1670.0,"_1","own",22.0,"female_div_dep_mar","skilled","yes",2.0,"bad"
"no_checking","critical_other_existing_credit",1224.0,"1_X_4","own",30.0,"male_single","skilled","none",1.0,"good"
"no_checking","critical_other_existing_credit",522.0,"_7","own",42.0,"male_single","skilled","yes",4.0,"good"
"_0","existing_paid",1498.0,"1_X_4","own",23.0,"female_div_dep_mar","skilled","none",1.0,"good"
"0_X_200","delayed_previously",1919.0,"_1","own",30.0,"male_single","high_qualif_self_emp_mgmt","none",3.0,"bad"
"_200","existing_paid",745.0,"1_X_4","own",28.0,"female_div_dep_mar","unskilled_resident","none",2.0,"bad"
"0_X_200","existing_paid",2063.0,"_1","rent",30.0,"male_mar_wid","high_qualif_self_emp_mgmt","yes",3.0,"good"
"0_X_200","existing_paid",6288.0,"1_X_4","for_free",42.0,"male_single","skilled","none",4.0,"bad"
"no_checking","critical_other_existing_credit",6842.0,"1_X_4","own",46.0,"male_single","high_qualif_self_emp_mgmt","yes",4.0,"good"
"no_checking","existing_paid",3527.0,"_1","own",45.0,"male_single","high_qualif_self_emp_mgmt","yes",3.0,"good"
"no_checking","existing_paid",1546.0,"1_X_4","own",31.0,"male_single","unskilled_resident","none",2.0,"good"
"no_checking","existing_paid",929.0,"4_X_7","own",31.0,"male_single","skilled","yes",2.0,"good"
"no_checking","critical_other_existing_credit",1455.0,"4_X_7","own",42.0,"male_single","unskilled_resident","none",1.0,"good"
"_0","existing_paid",1845.0,"_1","rent",46.0,"female_div_dep_mar","skilled","none",1.0,"good"
"0_X_200","no_credits_all_paid",8358.0,"_1","own",30.0,"female_div_dep_mar","skilled","none",1.0,"good"
"_0","all_paid",3349.0,"_1","for_free",30.0,"male_single","skilled","yes",4.0,"bad"
"no_checking","existing_paid",2859.0,"unemployed","own",38.0,"male_single","high_qualif_self_emp_mgmt","yes",4.0,"good"
"no_checking","existing_paid",1533.0,"_1","own",43.0,"male_mar_wid","unskilled_resident","none",1.0,"bad"
"no_checking","existing_paid",3621.0,"_7","own",31.0,"male_single","skilled","none",4.0,"bad"
"0_X_200","critical_other_existing_credit",3590.0,"unemployed","own",40.0,"male_mar_wid","unemp_unskilled_non_res","yes",3.0,"good"
"_0","delayed_previously",2145.0,"4_X_7","own",24.0,"male_single","skilled","yes",1.0,"bad"
"0_X_200","existing_paid",4113.0,"_1","rent",28.0,"female_div_dep_mar","skilled","none",4.0,"bad"
"no_checking","existing_paid",10974.0,"unemployed","own",26.0,"female_div_dep_mar","high_qualif_self_emp_mgmt","yes",2.0,"bad"
"_0","existing_paid",1893.0,"1_X_4","own",29.0,"female_div_dep_mar","skilled","yes",4.0,"good"
"_0","critical_other_existing_credit",1231.0,"_7","rent",57.0,"female_div_dep_mar","high_qualif_self_emp_mgmt","yes",4.0,"good"
"_200","critical_other_existing_credit",3656.0,"_7","own",49.0,"male_single","unskilled_resident","none",4.0,"good"
"0_X_200","critical_other_existing_credit",1154.0,"_7","own",37.0,"male_single","unskilled_resident","none",4.0,"good"
"_0","existing_paid",4006.0,"1_X_4","own",45.0,"male_single","unskilled_resident","none",2.0,"bad"
"0_X_200","existing_paid",3069.0,"_7","for_free",30.0,"male_single","skilled","none",4.0,"good"
"no_checking","critical_other_existing_credit",1740.0,"_7","rent",30.0,"male_mar_wid","skilled","none",2.0,"good"
"0_X_200","delayed_previously",2353.0,"1_X_4","own",47.0,"male_div_sep","skilled","none",4.0,"good"
"no_checking","existing_paid",3556.0,"1_X_4","own",29.0,"male_single","skilled","none",2.0,"good"
"no_checking","existing_paid",2397.0,"_7","own",35.0,"male_single","skilled","yes",2.0,"bad"
"0_X_200","existing_paid",454.0,"_1","own",22.0,"male_mar_wid","unskilled_resident","none",1.0,"good"
"0_X_200","existing_paid",1715.0,"1_X_4","own",26.0,"female_div_dep_mar","skilled","none",1.0,"good"
"0_X_200","critical_other_existing_credit",2520.0,"1_X_4","own",23.0,"male_single","unskilled_resident","none",2.0,"bad"
"no_checking","existing_paid",3568.0,"_7","rent",54.0,"female_div_dep_mar","high_qualif_self_emp_mgmt","yes",2.0,"good"
"no_checking","existing_paid",7166.0,"4_X_7","rent",29.0,"male_mar_wid","skilled","yes",4.0,"good"
"_0","critical_other_existing_credit",3939.0,"1_X_4","own",40.0,"male_single","unskilled_resident","none",2.0,"good"
"0_X_200","existing_paid",1514.0,"1_X_4","own",22.0,"male_single","skilled","none",2.0,"good"
"no_checking","existing_paid",7393.0,"1_X_4","own",43.0,"male_single","unskilled_resident","none",4.0,"good"
"_0","all_paid",1193.0,"unemployed","rent",29.0,"female_div_dep_mar","unemp_unskilled_non_res","none",4.0,"bad"
"_0","existing_paid",7297.0,"_7","rent",36.0,"male_single","skilled","none",4.0,"bad"
"no_checking","critical_other_existing_credit",2831.0,"1_X_4","own",33.0,"female_div_dep_mar","skilled","yes",2.0,"good"
"_200","existing_paid",1258.0,"1_X_4","own",57.0,"female_div_dep_mar","unskilled_resident","none",3.0,"good"
"0_X_200","existing_paid",753.0,"1_X_4","own",64.0,"female_div_dep_mar","skilled","none",3.0,"good"
"0_X_200","delayed_previously",2427.0,"_7","own",42.0,"male_single","skilled","none",2.0,"good"
"no_checking","delayed_previously",2538.0,"_7","own",47.0,"male_single","unskilled_resident","none",4.0,"bad"
"0_X_200","all_paid",1264.0,"1_X_4","rent",25.0,"male_mar_wid","skilled","none",2.0,"bad"
"0_X_200","critical_other_existing_credit",8386.0,"4_X_7","own",49.0,"male_single","skilled","none",2.0,"bad"
"no_checking","existing_paid",4844.0,"unemployed","rent",33.0,"male_single","high_qualif_self_emp_mgmt","yes",2.0,"bad"
"_200","existing_paid",2923.0,"1_X_4","own",28.0,"female_div_dep_mar","high_qualif_self_emp_mgmt","yes",1.0,"good"
"_0","existing_paid",8229.0,"1_X_4","own",26.0,"male_single","skilled","none",2.0,"bad"
"no_checking","critical_other_existing_credit",2028.0,"4_X_7","own",30.0,"male_single","unskilled_resident","none",2.0,"good"
"_0","critical_other_existing_credit",1433.0,"1_X_4","rent",25.0,"female_div_dep_mar","skilled","none",3.0,"good"
"_200","no_credits_all_paid",6289.0,"_1","own",33.0,"male_div_sep","skilled","none",1.0,"good"
"no_checking","existing_paid",1409.0,"unemployed","own",64.0,"female_div_dep_mar","skilled","none",4.0,"good"
"_0","existing_paid",6579.0,"unemployed","for_free",29.0,"male_single","high_qualif_self_emp_mgmt","yes",2.0,"good"
"0_X_200","critical_other_existing_credit",1743.0,"_7","own",48.0,"male_single","unskilled_resident","none",2.0,"good"
