@relation soybean_part3
@attribute leaf-mild{?,absent,lower_surf,upper_surf}
@attribute leafspot-size{?,dna,gt_1_8,lt_1_8}
@attribute stem-cankers{?,above_sec_nde,above_soil,absent,below_soil}
@attribute sclerotia{?,absent,present}
@attribute precip{?,gt_norm,lt_norm,norm}
@attribute external-decay{?,absent,firm_and_dry,watery}
@attribute leaves{abnorm,norm}
@attribute seed-size{?,lt_norm,norm}
@attribute seed{?,abnorm,norm}
@attribute crop-hist{?,diff_lst_year,same_lst_sev_yrs,same_lst_two_yrs,same_lst_yr}
@attribute seed-tmt{?,fungicide,none,other}
@attribute class{2_4_d_injury,alternarialeaf_spot,anthracnose,bacterial_blight,bacterial_pustule,brown_spot,brown_stem_rot,charcoal_rot,cyst_nematode,diaporthe_pod_stem_blight,diaporthe_stem_canker,downy_mildew,frog_eye_leaf_spot,herbicide_injury,phyllosticta_leaf_spot,phytophthora_rot,powdery_mildew,purple_seed_stain,rhizoctonia_root_rot}
@data
?,?,"absent","absent","gt_norm","absent","norm","lt_norm","abnorm","same_lst_yr",?,"diaporthe_pod_stem_blight"
?,?,"absent","absent","gt_norm","absent","norm","lt_norm","abnorm","same_lst_sev_yrs",?,"diaporthe_pod_stem_blight"
?,?,"absent","absent","gt_norm","absent","norm","lt_norm","abnorm","diff_lst_year",?,"diaporthe_pod_stem_blight"
?,?,"absent","absent","norm","absent","norm","lt_norm","norm","diff_lst_year",?,"diaporthe_pod_stem_blight"
?,?,"absent","absent","gt_norm","absent","norm","lt_norm","abnorm","same_lst_yr",?,"diaporthe_pod_stem_blight"
?,?,"absent","absent","gt_norm","absent","norm","lt_norm","abnorm","same_lst_sev_yrs",?,"diaporthe_pod_stem_blight"
?,?,"absent","absent","gt_norm","absent","norm","lt_norm","abnorm","same_lst_sev_yrs",?,"diaporthe_pod_stem_blight"
?,?,?,?,?,?,"abnorm","lt_norm","abnorm","same_lst_yr",?,"cyst_nematode"
?,?,?,?,?,?,"abnorm","lt_norm","abnorm","same_lst_two_yrs",?,"cyst_nematode"
?,?,?,?,?,?,"abnorm","lt_norm","abnorm","same_lst_yr",?,"cyst_nematode"
?,?,?,?,?,?,"abnorm","lt_norm","abnorm","same_lst_two_yrs",?,"cyst_nematode"
?,?,?,?,?,?,"abnorm","lt_norm","abnorm","same_lst_two_yrs",?,"cyst_nematode"
?,?,?,?,?,?,"abnorm","lt_norm","abnorm","same_lst_sev_yrs",?,"cyst_nematode"
?,?,?,?,?,?,"abnorm","lt_norm","abnorm","same_lst_sev_yrs",?,"cyst_nematode"
?,?,?,?,?,?,"abnorm","lt_norm","abnorm","same_lst_sev_yrs",?,"cyst_nematode"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,?,?,"2_4_d_injury"
?,"dna",?,?,?,?,"abnorm",?,?,"diff_lst_year",?,"herbicide_injury"
?,"dna",?,?,?,?,"abnorm",?,?,"diff_lst_year",?,"herbicide_injury"
?,"gt_1_8",?,?,?,?,"abnorm",?,?,"same_lst_yr",?,"herbicide_injury"
?,"gt_1_8",?,?,?,?,"abnorm",?,?,"same_lst_yr",?,"herbicide_injury"
